LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2151204467749379e+00 4.6215120446773646e+01 xlo xhi
-1.2274788693491190e+00 4.6227478869350719e+01 ylo yhi
-1.2226176983633918e+00 4.6222617698364239e+01 zlo zhi

Atoms
id type x y z
8521 3 39.7105 25.122 43.4564 
8517 5 35.9008 25.0867 43.4534 
1189 2 39.7812 32.6616 3.33465 
1185 2 36.0179 32.5348 3.37337 
457 5 35.9155 28.7557 -0.203316 
458 2 37.7662 28.7889 1.64291 
459 2 35.8937 30.6425 1.71435 
460 5 37.8053 30.7227 -0.188204 
461 5 39.6937 28.8743 -0.244284 
463 2 39.7551 30.7492 1.61159 
1136 2 37.8917 30.7208 3.32214 
509 5 35.8957 32.6189 -0.105612 
510 2 37.8846 32.6228 1.63138 
513 5 39.7085 32.6441 -0.205454 
1137 2 39.7451 28.9034 3.35147 
1133 2 35.8143 28.7322 3.35835 
2537 2 35.9108 32.6276 10.3714 
1861 2 36.0829 32.6456 6.80771 
2485 2 35.8437 28.8652 10.4123 
1865 2 39.7343 32.6718 6.86574 
1134 5 37.8177 28.8317 5.13727 
1135 5 35.961 30.6339 5.11894 
1139 2 39.741 30.772 5.08666 
1813 3 39.7319 28.9458 6.90432 
1186 2 37.9305 32.6476 5.07308 
1815 3 39.7094 30.8064 8.68188 
1862 3 37.8521 32.6337 8.62244 
1809 2 35.8046 28.7298 6.90041 
1810 5 37.7826 28.8995 8.65134 
1811 2 35.9047 30.734 8.55344 
1812 2 37.911 30.7863 6.89155 
2541 5 39.7546 32.6491 10.4871 
2488 2 37.7894 30.811 10.4121 
2489 5 39.6839 28.9449 10.5502 
3167 2 39.706 30.8018 16.0582 
3164 2 37.8294 30.8081 14.2388 
3214 3 37.8249 32.6854 16.0488 
3162 2 37.8244 28.9152 16.0486 
2486 2 37.7969 28.9497 12.3148 
2487 5 35.9162 30.7724 12.2564 
3163 2 35.9386 30.8135 16.0197 
3161 5 35.9221 28.9249 14.1703 
2491 2 39.7262 30.7955 12.3732 
3217 5 39.724 32.6811 14.2368 
3165 5 39.6515 28.9207 14.2166 
2538 5 37.8301 32.6554 12.3136 
3213 5 35.8942 32.6321 14.1791 
4516 2 37.8213 30.8539 21.6971 
4513 5 35.9346 28.9358 21.6667 
4569 5 39.7424 32.721 21.7041 
4517 5 39.6969 28.9474 21.6673 
3837 5 35.9132 28.9316 17.9228 
3838 2 37.8655 28.9342 19.7883 
3839 5 35.9634 30.8389 19.8034 
3840 5 37.8365 30.8114 17.8774 
3841 2 39.6757 28.9102 17.906 
3843 5 39.7078 30.8493 19.8084 
4565 2 36.0288 32.7233 21.6735 
3889 5 35.9341 32.7175 17.8874 
3890 2 37.845 32.7564 19.8101 
3893 5 39.7106 32.7154 17.8907 
5245 2 39.7736 32.7627 25.4701 
4514 2 37.834 28.951 23.5454 
4515 5 35.9388 30.8627 23.5716 
4519 5 39.7291 30.8705 23.5699 
5195 5 39.7064 30.8324 27.3355 
4566 3 37.8169 32.731 23.5612 
5242 5 37.831 32.7362 27.3882 
5241 3 35.9348 32.7097 25.4466 
5189 5 35.8777 28.9452 25.4067 
5190 2 37.8282 28.922 27.2564 
5191 5 35.892 30.8509 27.3207 
5192 5 37.8398 30.8662 25.4204 
5193 2 39.7055 28.9125 25.4217 
6597 5 39.8188 32.69 32.4644 
5865 2 35.93 28.8817 29.0901 
5866 2 37.8574 28.912 30.8456 
5867 3 35.8966 30.7429 30.7848 
5868 3 37.8049 30.708 29.0912 
5869 3 39.6962 28.8602 28.9885 
5871 3 39.7847 30.7611 30.6128 
6593 5 35.9731 32.6383 32.6228 
5917 3 35.8029 32.6258 29.1515 
5918 5 37.8534 32.6613 30.6913 
5921 3 39.8067 32.7666 29.062 
6541 3 35.961 28.9455 32.7198 
6544 5 37.9007 30.7651 32.5736 
6545 3 39.7716 28.9429 32.6592 
6594 3 37.9427 32.7275 34.2981 
7896 5 37.8136 30.8036 39.7893 
7897 3 39.7005 28.8984 39.7461 
7945 5 35.8964 32.6939 39.7235 
7949 3 39.671 32.6968 39.7913 
7269 5 35.955 32.7741 36.0087 
7893 3 35.9234 28.8785 39.7255 
7270 3 37.8566 32.7113 37.8734 
7217 3 35.9438 28.9234 35.995 
7218 5 37.7944 28.9271 37.8539 
7219 5 35.9179 30.8094 37.8036 
7220 3 37.8975 30.8987 36.027 
7221 5 39.7848 28.9377 36.076 
7223 5 39.7091 30.8788 37.9219 
7273 3 39.7388 32.7093 36.0623 
6543 3 36.0106 30.768 34.4276 
6547 3 39.7873 30.8772 34.3749 
6542 3 37.8822 28.9934 34.3774 
8571 5 35.8954 30.7297 45.3693 
8573 5 39.6908 28.9555 43.4232 
8572 5 37.8104 30.7772 43.4518 
8570 3 37.8287 28.872 45.3661 
8625 5 39.6906 32.6316 43.4942 
7894 3 37.7672 28.8863 41.5273 
7895 2 35.8809 30.7798 41.5736 
7899 3 39.6952 30.7975 41.536 
8622 3 37.8156 32.6406 45.4339 
7946 3 37.849 32.6611 41.5948 
8621 5 35.8891 32.6329 43.4852 
8575 3 39.6492 30.7821 45.3608 
8569 5 35.9166 28.8605 43.4706 
1241 2 39.801 36.4199 3.25279 
511 5 35.9221 34.5258 1.72739 
512 3 37.8213 34.5244 -0.107002 
515 3 39.7547 34.513 1.55912 
1293 2 39.7576 40.1685 3.35389 
561 3 35.9221 36.3854 -0.0478075 
562 3 37.8253 36.4097 1.64306 
563 5 35.9449 38.3017 1.76339 
564 3 37.7689 38.3228 -0.101892 
565 5 39.7125 36.414 -0.111704 
567 2 39.702 38.3806 1.55505 
1240 3 37.9255 38.3171 3.38859 
613 3 35.8858 40.1374 -0.137936 
614 3 37.8091 40.1333 1.60959 
617 3 39.7411 40.1458 -0.203508 
1289 3 35.9142 40.2269 3.48489 
1237 3 36.0161 36.3867 3.46197 
1188 2 37.968 34.5063 3.34597 
1191 3 39.7949 34.5242 5.11018 
2645 5 39.75 40.2032 10.5763 
1917 5 39.7465 36.4945 6.84988 
1969 5 39.7641 40.1582 6.8329 
1238 2 37.9661 36.3931 5.00302 
1239 3 36.0355 38.3262 4.97872 
1243 3 39.8015 38.3203 5.02922 
1966 5 37.8286 40.2123 8.63669 
1290 3 37.8736 40.1503 5.05518 
1965 5 35.9072 40.255 6.71367 
1916 3 37.8732 38.3101 6.73612 
1915 5 35.9388 38.2896 8.57899 
1914 3 37.8556 36.5187 8.63777 
1919 3 39.6982 38.3234 8.68036 
1913 5 35.9987 36.4075 6.69349 
2589 3 35.9343 36.4557 10.3835 
2592 3 37.841 38.3056 10.4498 
1863 5 35.9815 34.5707 8.55073 
2593 5 39.7508 36.4853 10.538 
1867 5 39.7679 34.5527 8.63263 
2641 5 35.84 40.2347 10.4591 
2540 5 37.8327 34.5596 10.4367 
1864 3 37.9133 34.5239 6.80407 
1187 3 36.0381 34.4565 5.0293 
3265 3 35.912 36.4423 14.1909 
3268 3 37.8184 38.2656 14.2217 
2539 5 35.8703 34.5684 12.2471 
3321 5 39.7831 40.2585 14.2063 
3318 5 37.8448 40.2071 16.0307 
3267 5 35.9508 38.2894 16.0146 
2590 5 37.8041 36.4761 12.3215 
2591 5 35.9084 38.2831 12.3023 
2543 3 39.7837 34.5744 12.3437 
3271 5 39.7686 38.3266 16.0679 
2595 3 39.7149 38.3467 12.394 
3317 3 35.9095 40.217 14.1629 
3266 3 37.8356 36.476 16.0482 
2642 5 37.8084 40.1522 12.4222 
3216 5 37.8165 34.583 14.1876 
3219 5 39.7517 34.6088 16.0577 
3215 5 35.9193 34.5766 16.0353 
3269 5 39.7722 36.4587 14.1589 
4620 3 37.8479 38.2654 21.7082 
4673 5 39.736 40.0653 21.6841 
4669 5 35.9476 40.1417 21.6788 
3891 5 35.9578 34.5654 19.8067 
3895 5 39.7358 34.5824 19.8253 
3941 5 35.9222 36.4313 17.895 
3942 5 37.8411 36.4643 19.8221 
3943 5 35.88 38.2632 19.8257 
3944 3 37.8524 38.2831 17.906 
3945 5 39.74 36.4957 17.9449 
3947 3 39.8034 38.3128 19.7739 
3892 3 37.8547 34.5744 17.8565 
3993 5 35.9137 40.166 17.9587 
3994 5 37.8643 40.1153 19.7717 
3997 5 39.7704 40.1865 17.9569 
4621 5 39.7806 36.5334 21.668 
4617 3 35.9693 36.4153 21.6908 
4568 3 37.8428 34.5989 21.7348 
5296 3 37.8948 38.2733 25.3674 
5345 5 35.9186 40.0849 25.4094 
4571 5 39.7626 34.6005 23.5632 
5247 3 39.7564 34.6478 27.3168 
4618 3 37.8952 36.4689 23.5225 
4619 5 35.9657 38.2211 23.5108 
4623 3 39.6723 38.2742 23.5853 
5243 5 35.9012 34.5617 27.3811 
4670 3 37.8649 40.0752 23.5418 
5346 5 37.8021 40.0534 27.3071 
5299 5 39.7831 38.3445 27.3193 
5297 3 39.7029 36.4939 25.4063 
5349 3 39.7096 40.0664 25.2798 
5244 5 37.8758 34.5817 25.446 
5293 5 35.9354 36.4843 25.4634 
5294 5 37.8552 36.5143 27.3583 
5295 3 35.8844 38.2513 27.3203 
4567 5 35.9946 34.6049 23.5501 
5920 3 37.9007 34.6504 29.1065 
6648 3 37.9224 38.3698 32.3377 
5919 5 35.9312 34.5843 30.8537 
6645 3 35.9851 36.4825 32.4836 
5923 3 39.7491 34.6317 30.7844 
6701 5 39.8672 40.0737 32.5178 
5969 3 35.9121 36.5206 29.1743 
5970 3 37.8901 36.4337 30.8291 
5971 3 35.9179 38.283 30.8989 
5972 3 37.8217 38.3072 29.2478 
5973 3 39.7913 36.4705 29.1639 
5975 3 39.8746 38.3561 30.6628 
6697 5 35.9139 40.1944 32.4976 
6021 5 35.8824 40.2044 29.1455 
6022 3 37.9069 40.2284 30.7347 
6025 3 39.8189 40.1788 29.104 
6649 3 39.858 36.5871 32.3417 
6596 3 37.9108 34.5849 32.5125 
6595 3 35.9701 34.6359 34.1564 
6599 5 39.8044 34.6543 34.2413 
6647 3 35.9428 38.3257 34.1423 
6646 5 37.9276 36.5778 34.1512 
6698 3 37.9292 39.9528 34.2941 
6651 3 39.8513 38.2956 34.3227 
8049 5 35.9095 40.1838 39.7659 
8001 3 39.731 36.4795 39.8075 
8053 3 39.7594 40.1314 39.7979 
7948 5 37.8239 34.6021 39.7354 
7323 3 35.9705 38.2675 37.9099 
8000 5 37.8426 38.2371 39.7819 
7374 5 37.8553 40.148 37.906 
7997 3 35.9632 36.4113 39.6937 
7327 5 39.7869 38.2984 37.9058 
7373 5 35.9279 40.0782 36.0122 
7377 3 39.8163 40.0744 36.03 
7271 3 35.9284 34.6046 37.9034 
7272 5 37.8594 34.6288 36.0597 
7275 5 39.7423 34.6359 37.9083 
7324 3 37.9009 38.2781 36.0911 
7325 3 39.7945 36.5353 36.1007 
7321 5 35.959 36.5071 36.0314 
7322 3 37.8241 36.4877 37.8889 
8675 5 35.9113 38.2806 45.4271 
8674 5 37.7715 36.4385 45.4794 
7947 5 35.9243 34.5809 41.6304 
8677 5 39.7265 36.4816 43.5169 
7951 5 39.6998 34.5864 41.6394 
8729 5 39.7358 40.1348 43.5099 
7998 3 37.8283 36.4628 41.6713 
7999 5 35.9345 38.2348 41.6715 
8003 3 39.6906 38.2803 41.6347 
8726 5 37.8267 40.1185 45.4092 
8050 5 37.8688 40.1583 41.6499 
8676 3 37.8309 38.2293 43.4895 
8623 5 35.9362 34.503 45.4736 
8624 5 37.7852 34.5496 43.5254 
8627 5 39.7091 34.532 45.4086 
8725 5 35.8867 40.1064 43.5116 
8679 5 39.7435 38.306 45.4565 
8673 3 35.9391 36.4414 43.5302 
1341 3 35.79 43.9949 3.33019 
1344 5 37.7532 45.7776 3.2479 
615 5 35.8343 42.0408 1.64622 
616 5 37.7892 41.9852 -0.204672 
619 5 39.7778 42.0012 1.52607 
1292 5 37.8018 42.0415 3.37855 
1345 5 39.7621 43.913 3.34314 
665 5 35.806 43.8858 -0.271688 
666 3 37.7533 43.9041 1.57005 
667 3 35.764 45.6723 1.53619 
668 5 37.7803 45.5985 -0.331037 
669 5 39.7781 43.8569 -0.303108 
671 3 39.764 45.67 1.48473 
2019 5 35.7907 45.6474 8.66693 
1291 3 35.815 42.1596 5.04543 
1295 3 39.7501 42.0269 5.08925 
2023 3 39.6858 45.6968 8.71795 
1342 5 37.7229 43.9787 5.14718 
1343 3 35.7583 45.6724 5.20459 
1347 3 39.7337 45.8389 5.0694 
2021 5 39.7463 43.92 6.82914 
1967 3 35.8185 42.0503 8.58643 
1968 3 37.8126 42.0083 6.75517 
1971 3 39.7594 42.0477 8.69453 
2020 3 37.7208 45.7579 6.95014 
2693 5 35.8256 43.7975 10.5592 
2017 3 35.7847 43.8244 6.86821 
2018 5 37.788 43.7915 8.59844 
2644 5 37.816 42.0578 10.5893 
2697 5 39.7626 43.9084 10.6039 
2696 5 37.7458 45.6487 10.5494 
3370 3 37.8716 43.8365 16.1189 
2643 3 35.8547 41.9729 12.4315 
3371 5 35.8718 45.7594 16.1035 
2647 3 39.7957 42.1067 12.4283 
3375 3 39.6916 45.8455 16.1292 
3323 3 39.7337 42.0767 16.0945 
2694 3 37.8174 43.8805 12.4229 
2695 3 35.7947 45.7523 12.3638 
3372 5 37.8082 45.7465 14.2754 
3369 5 35.9089 43.8811 14.1645 
2699 3 39.7805 45.7457 12.4498 
3373 5 39.7556 43.9202 14.2807 
3319 5 35.9471 42.0411 16.0451 
3320 3 37.8357 42.0973 14.1744 
4725 3 39.7324 43.8173 21.6472 
3995 3 35.9275 41.9902 19.7751 
3996 3 37.8648 42.0368 17.9481 
3999 3 39.7405 42.0293 19.824 
4724 5 37.8069 45.7223 21.6878 
4721 3 35.9028 43.8538 21.6492 
4045 5 35.9272 43.8681 17.9631 
4046 5 37.817 43.8554 19.8393 
4047 3 35.877 45.7793 19.8664 
4048 5 37.8056 45.826 17.9817 
4049 5 39.708 43.906 17.9693 
4051 3 39.708 45.7995 19.9308 
4672 5 37.8241 41.9852 21.7043 
5400 2 37.7849 45.5888 25.4135 
4671 3 35.9206 42.0046 23.5685 
4675 3 39.7304 41.9376 23.5377 
5398 2 37.7923 43.7709 27.1278 
4722 5 37.8433 43.8175 23.5538 
4723 5 35.8683 45.6288 23.5698 
4727 2 39.7326 45.6356 23.5549 
5399 2 35.7815 45.6059 27.1187 
5347 3 35.8621 41.9997 27.1828 
5348 5 37.8278 41.9174 25.3569 
5351 5 39.7825 41.8583 27.1858 
5403 3 39.7759 45.6087 27.1206 
5401 2 39.7628 43.8235 25.409 
5397 3 35.8756 43.7498 25.4273 
6753 3 39.7952 43.8351 32.5859 
6023 2 35.8166 42.1112 30.8368 
6024 2 37.8047 42.0157 28.9926 
6027 2 39.8042 41.9836 30.7715 
6752 2 37.8346 45.7259 32.5593 
6749 3 35.8077 43.8347 32.6047 
6073 5 35.8157 43.8022 28.9434 
6074 5 37.8462 43.8266 30.8416 
6075 5 35.8115 45.6559 30.8129 
6076 5 37.8157 45.6307 28.8844 
6077 5 39.778 43.7844 28.9056 
6079 2 39.7511 45.6691 30.7423 
6700 5 37.877 41.9704 32.6415 
6750 2 37.8479 43.9138 34.2763 
6703 2 39.8478 41.9518 34.3324 
6755 2 39.7516 45.6929 34.2709 
6699 2 35.8414 42.0033 34.2887 
6751 5 35.843 45.7563 34.2611 
7425 5 35.8847 43.8309 36.0686 
8052 2 37.8653 42.0018 39.7483 
7428 5 37.8002 45.8277 36.1251 
8105 3 39.8027 43.8245 39.6643 
8101 3 35.8517 43.6949 39.747 
7431 3 39.7846 45.654 37.9894 
7429 5 39.7825 43.8919 36.1385 
7426 5 37.8251 43.7974 37.9299 
7375 3 35.9183 41.9952 37.9074 
7376 5 37.8671 41.9449 35.9863 
7379 2 39.7782 41.9054 37.9244 
7427 5 35.8285 45.7228 37.9853 
8104 5 37.777 45.555 39.8571 
8051 5 35.8445 42.0034 41.6644 
8055 5 39.7689 42.0546 41.5833 
8783 3 39.8188 45.5526 45.2527 
8102 2 37.7944 43.6963 41.6207 
8103 5 35.8245 45.5362 41.6586 
8107 2 39.7709 45.3548 41.6412 
8780 5 37.7569 45.5002 43.4701 
8727 5 35.8283 41.9416 45.3803 
8728 2 37.826 42.0146 43.5353 
8731 2 39.7615 41.9806 45.4041 
8779 3 35.7886 45.6288 45.2426 
8781 2 39.7527 43.7508 43.5727 
8777 2 35.7721 43.7579 43.56 
8778 2 37.7822 43.7707 45.3137 
46 2 41.671 0.0286302 1.42321 
48 2 41.7007 1.76426 -0.479369 
49 5 43.5875 -0.0896115 -0.336076 
50 3 45.5776 -0.12021 1.46722 
51 3 43.6224 1.86366 1.45535 
52 5 45.5224 1.74842 -0.312591 
98 5 41.6661 3.52252 1.456 
101 3 43.5882 3.49913 -0.448272 
102 3 45.5116 3.54421 1.56456 
724 3 41.6448 1.75494 3.26562 
725 5 43.6478 -0.0237378 3.16876 
728 3 45.5691 1.69036 3.12936 
777 3 43.5826 3.5347 3.25704 
722 3 41.658 0.0769055 5.02444 
726 2 45.5456 -0.0620271 4.98607 
727 2 43.5713 1.73373 4.9977 
774 3 41.6417 3.39319 5.11537 
778 5 45.5064 3.45777 4.97769 
1398 3 41.6361 0.0774123 8.75 
1400 3 41.6491 1.66464 6.86692 
1401 3 43.5546 0.0905995 6.87327 
1402 3 45.5344 0.0137463 8.83473 
1403 3 43.5882 1.6719 8.75067 
1404 5 45.5546 1.65536 6.92238 
1450 5 41.5912 3.33649 8.75566 
1453 3 43.5534 3.32241 6.91355 
1454 3 45.5214 3.28889 8.83502 
2077 3 43.5876 0.076877 10.5742 
2076 3 41.6704 1.63351 10.596 
2080 3 45.4999 1.64781 10.6366 
2074 3 41.5795 0.0350912 12.4426 
2756 3 45.5337 1.41117 14.4153 
2806 5 45.5458 3.28778 16.2012 
2078 3 45.5195 -0.0640961 12.4356 
2079 3 43.6057 1.51679 12.51 
2805 3 43.6179 3.13071 14.4307 
2126 5 41.6723 3.23182 12.5044 
2802 3 41.7199 3.08978 16.2137 
2130 5 45.5094 3.26172 12.6261 
2750 3 41.6194 -0.000660577 16.1755 
2752 3 41.6756 1.54353 14.3451 
2753 3 43.5779 -0.065169 14.3387 
2754 3 45.5212 -0.309697 16.1962 
2755 3 43.6411 1.4184 16.2446 
2129 3 43.6062 3.2304 10.6801 
3426 3 41.6144 0.0376107 19.9599 
3428 3 41.7344 1.55561 18.0741 
3429 3 43.6127 -0.188815 18.0842 
3430 3 45.5373 -0.31894 20.0181 
3431 5 43.6887 1.52058 19.9743 
3432 5 45.6049 1.44441 18.0871 
3478 3 41.6763 3.17459 19.9029 
3481 3 43.626 3.18944 18.0119 
3482 2 45.6185 3.38645 19.8877 
4104 5 41.7239 1.62916 21.9499 
4105 3 43.6742 -0.193058 21.8964 
4108 3 45.5315 1.55212 21.7925 
4157 5 43.6942 3.42644 21.8303 
4102 3 41.7468 -0.214468 23.7009 
4106 1 45.5009 -0.214205 23.5768 
4107 1 43.7053 1.58994 23.6232 
4154 3 41.7296 3.55349 23.6769 
4158 2 45.5873 3.52043 23.5352 
4778 2 41.7432 -0.0726394 27.0113 
4780 2 41.7634 1.68762 25.279 
4781 1 43.6513 -0.209269 25.2783 
4782 2 45.5131 -0.249986 27.0129 
4783 2 43.6686 1.6532 27.0066 
4784 2 45.5427 1.655 25.3284 
4830 2 41.7184 3.60409 26.9005 
4833 2 43.6956 3.52739 25.2537 
4834 2 45.6095 3.60133 27.0178 
5454 5 41.6897 0.0963452 30.6072 
5456 2 41.7197 1.78862 28.6815 
5457 3 43.6949 -0.145173 28.8062 
5458 2 45.5566 -0.174462 30.705 
5459 5 43.7321 1.68671 30.6787 
5460 5 45.5862 1.68554 28.7838 
5506 3 41.6843 3.28687 30.6617 
5509 5 43.6664 3.55487 28.8025 
5510 2 45.6223 3.54126 30.6786 
6132 3 41.7735 1.71744 32.5463 
6133 1 43.7135 -0.124879 32.5048 
6136 3 45.5924 1.65919 32.5185 
6185 2 43.734 3.40855 32.5401 
6134 2 45.5762 -0.188519 34.3279 
7484 3 41.7334 1.51948 39.9475 
6862 5 45.556 3.37212 37.997 
7537 5 43.5835 3.3858 39.8138 
7485 1 43.6366 -0.172295 39.7806 
6861 2 43.6406 3.3431 36.246 
7488 1 45.5295 1.53942 39.7864 
6806 1 41.7546 -0.16523 38.0773 
6808 3 41.7532 1.53459 36.2807 
6809 3 43.6218 -0.141851 36.2651 
6810 1 45.5382 -0.132448 38.0559 
6811 3 43.6042 1.52673 38.0267 
6812 2 45.5699 1.55204 36.2199 
6858 5 41.6668 3.4086 38.0281 
6182 5 41.6839 3.34694 34.4805 
6186 2 45.5806 3.40674 34.406 
6130 2 41.7363 -0.0513076 34.3907 
6135 5 43.7063 1.58096 34.3681 
7482 3 41.7285 -0.314824 41.5925 
7486 3 45.5272 -0.264029 41.5285 
7487 3 43.6669 1.48881 41.5903 
7534 3 41.6869 3.4041 41.5221 
7538 5 45.5225 3.44351 41.5483 
8158 3 41.6985 -0.254508 45.2186 
8160 5 41.7082 1.59965 43.2755 
8161 2 43.6307 -0.271655 43.4245 
8162 3 45.5076 -0.224995 45.217 
8163 5 43.6241 1.67622 45.1545 
8164 3 45.4686 1.53529 43.3442 
8210 3 41.7178 3.43824 45.0877 
8213 3 43.6214 3.42877 43.2565 
8214 1 45.4777 3.45304 45.0919 
100 5 41.618 5.16314 -0.551315 
103 3 43.634 5.15073 1.4271 
104 5 45.5023 5.18291 -0.461785 
150 5 41.5574 6.85407 1.40812 
152 3 41.4873 8.61437 -0.426242 
153 5 43.5403 6.9418 -0.497627 
154 4 45.4567 7.00119 1.37662 
155 2 43.5236 8.64663 1.39148 
156 3 45.4816 8.65637 -0.445499 
776 4 41.6226 5.19881 3.4025 
780 3 45.5003 5.40339 3.27598 
828 2 41.5151 8.64168 3.21801 
829 2 43.512 6.88855 3.1734 
832 3 45.46 8.54756 3.24649 
881 2 43.5508 10.2992 3.24089 
206 3 45.4676 10.2775 1.44135 
202 5 41.5198 10.3811 1.37695 
205 5 43.5239 10.4566 -0.40016 
779 5 43.5572 5.29175 5.15169 
826 3 41.5197 7.03076 5.10346 
830 3 45.5782 7.05354 5.19869 
831 5 43.5342 8.56146 5.09272 
1452 5 41.6204 5.27812 6.93998 
1455 5 43.6082 5.06517 8.86896 
1456 5 45.4986 5.19811 7.02178 
1502 5 41.6092 6.88826 9.01279 
1504 3 41.5802 8.50176 7.03486 
1505 3 43.6097 7.03187 7.06663 
1506 2 45.5137 6.92234 9.01139 
1507 5 43.5868 8.66374 8.99359 
1508 3 45.5647 8.64788 7.08748 
878 3 41.4852 10.0902 5.17942 
882 3 45.5392 10.1344 5.15535 
1554 3 41.5249 10.2034 8.84641 
1557 3 43.5225 10.1562 7.00747 
1558 3 45.5427 10.3881 8.8895 
2859 2 43.6313 8.58165 16.2147 
2858 2 45.5649 6.8864 16.2154 
2131 3 43.599 4.98466 12.5201 
2860 3 45.5589 8.65258 14.4036 
2178 5 41.6383 6.77934 12.5232 
2909 3 43.5928 10.3248 14.4794 
2857 2 43.6089 6.82497 14.3988 
2182 5 45.5119 6.81885 12.5148 
2183 5 43.5866 8.67729 12.5728 
2234 3 45.5537 10.408 12.6085 
2804 5 41.7095 4.94721 14.4346 
2807 2 43.6174 5.01795 16.29 
2808 2 45.5039 5.11325 14.4178 
2854 5 41.6742 6.81593 16.301 
2856 3 41.6061 8.55661 14.3923 
2910 2 45.5725 10.3373 16.2442 
2906 5 41.6421 10.3701 16.204 
2230 3 41.5711 10.2999 12.6745 
2184 3 45.5304 8.79056 10.7592 
2181 3 43.5919 6.78861 10.7876 
2180 3 41.6111 8.7435 10.7949 
2233 3 43.6033 10.4356 10.7292 
2128 3 41.6846 4.99492 10.7004 
2132 3 45.4679 4.97706 10.7032 
3480 3 41.6759 4.79576 18.0117 
3483 5 43.635 5.03943 19.785 
3484 3 45.5532 5.15231 18.0137 
3530 5 41.6775 6.79264 19.8234 
3532 3 41.6654 8.64698 18.1225 
3533 3 43.6444 6.87681 18.0147 
3534 1 45.5424 6.88919 19.7984 
3535 1 43.6486 8.58571 19.8033 
3536 3 45.5734 8.59502 18.0596 
4156 3 41.6598 4.98105 21.6874 
4160 3 45.567 5.28401 21.6679 
4208 3 41.6591 8.65485 21.5514 
4209 3 43.6325 6.89625 21.6107 
4212 3 45.5591 8.6017 21.5456 
3586 3 45.5983 10.3581 19.8037 
3585 5 43.6236 10.4027 18.0459 
3582 3 41.6593 10.4071 19.8198 
4261 5 43.6148 10.372 21.5885 
4159 1 43.6285 5.31561 23.5121 
4206 1 41.7207 6.89512 23.2608 
4210 2 45.5612 7.00021 23.4186 
4211 1 43.5945 8.61273 23.3886 
4832 3 41.7189 5.46189 25.2399 
4835 2 43.667 5.33 27.0029 
4836 3 45.5946 5.3684 25.2399 
4882 3 41.6655 6.85798 27.2465 
4884 5 41.6616 8.53812 25.2771 
4885 3 43.6877 7.04535 25.2499 
4886 3 45.5976 6.97812 27.0538 
4887 2 43.5927 8.64934 27.1405 
4888 3 45.5773 8.649 25.2709 
4938 2 45.5309 10.3954 27.0293 
4934 2 41.6872 10.4215 27.0881 
4258 2 41.695 10.3949 23.4484 
4937 3 43.6283 10.2735 25.2222 
4262 2 45.5405 10.3313 23.4271 
5508 3 41.6321 5.06024 28.951 
5511 2 43.6432 5.18029 30.7408 
5512 3 45.6092 5.35026 28.8795 
5558 2 41.6925 6.89112 30.6369 
5560 3 41.6831 8.6824 28.9196 
5561 3 43.5788 6.869 28.9283 
5562 2 45.5292 6.93497 30.7758 
5563 3 43.5622 8.65683 30.6681 
5564 5 45.5298 8.64712 28.9256 
6184 5 41.6602 5.04176 32.4747 
6188 2 45.5625 5.22957 32.5913 
6236 5 41.6093 8.65907 32.547 
6237 2 43.5988 6.96995 32.5404 
6240 2 45.5284 8.71437 32.5239 
5614 2 45.5239 10.4747 30.7151 
6289 5 43.5776 10.4488 32.509 
5610 2 41.6331 10.4506 30.6789 
5613 2 43.5653 10.4526 28.9235 
6286 2 41.596 10.5 34.3329 
6290 2 45.5228 10.4782 34.3488 
6234 3 41.5796 6.83254 34.3315 
7588 2 41.6256 8.73639 39.6729 
6966 2 45.5286 10.4882 37.9415 
7540 2 45.5647 5.25959 39.7162 
7592 2 45.5372 8.74838 39.7515 
7589 5 43.5832 6.97643 39.7338 
6860 3 41.6437 5.21611 36.1982 
6863 2 43.5989 5.21135 37.9205 
6864 2 45.5642 5.21432 36.1738 
6910 3 41.5996 6.83994 38.0209 
6912 5 41.619 8.6739 36.1389 
6913 2 43.5788 6.97523 36.1965 
6914 2 45.5428 7.01459 37.9143 
6915 2 43.5684 8.76852 37.9268 
6916 2 45.5274 8.76269 36.1431 
7536 3 41.6231 5.21195 39.8616 
6965 2 43.5669 10.4896 36.1323 
7641 2 43.5779 10.4844 39.7267 
6962 3 41.6309 10.5148 37.9449 
6187 5 43.6211 5.19988 34.4028 
6238 2 45.5482 6.9977 34.3746 
6239 2 43.5899 8.67944 34.3704 
7539 3 43.5963 5.2578 41.5731 
7586 2 41.6162 7.04522 41.5197 
7590 3 45.5069 6.94468 41.5357 
7591 2 43.6104 8.7423 41.5526 
8212 5 41.6555 5.20472 43.2878 
8215 3 43.6098 5.12382 45.0746 
8216 3 45.452 5.27976 43.3674 
8262 2 41.6159 6.99628 45.1116 
8264 2 41.5896 8.71411 43.3252 
8265 2 43.6006 6.99083 43.3517 
8266 3 45.4816 6.9957 45.1508 
8267 2 43.5545 8.72376 45.1382 
8268 2 45.5106 8.69781 43.311 
8314 5 41.5622 10.4388 45.2224 
7642 2 45.514 10.493 41.5482 
8318 5 45.4932 10.4736 45.1749 
8317 2 43.5517 10.4736 43.33 
7638 5 41.6109 10.4785 41.5136 
884 5 45.4662 12.074 3.34371 
