LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2530497314545641e+00 4.6253049731452897e+01 xlo xhi
-1.2551195373430890e+00 4.6255119537342502e+01 ylo yhi
-1.2485814740622672e+00 4.6248581474063855e+01 zlo zhi

Atoms
id type x y z
3578 1 38.036 10.598 19.8879 
3579 5 36.1952 12.4031 19.8149 
3580 2 37.9975 12.437 17.8975 
3581 5 39.8658 10.6526 17.9859 
3583 1 39.8354 12.4369 19.8264 
4305 2 36.1879 14.274 21.6193 
3628 2 34.3993 16.0713 17.949 
3629 3 36.2067 14.2396 17.9017 
3630 4 38.0005 14.235 19.7645 
3631 4 36.182 16.0821 19.7244 
3632 2 37.9566 16.05 17.9024 
3633 5 39.8577 14.2383 17.8905 
3635 5 39.8989 16.1065 19.7614 
4304 2 34.3487 16.0941 21.6077 
4257 1 39.8657 10.666 21.5755 
4256 3 38.0701 12.4728 21.6077 
4987 1 39.8444 16.036 27.0986 
4982 2 38.0235 14.3265 27.1046 
4255 5 36.1468 12.4805 23.4629 
4259 3 39.8903 12.4724 23.3955 
4985 3 39.8698 14.2471 25.2307 
4306 4 38.0731 14.2354 23.4522 
4307 5 36.178 16.1071 23.4803 
4311 5 39.9104 16.0999 23.3992 
4981 3 36.1951 14.3177 25.2603 
4928 4 34.3597 12.4113 25.2731 
4983 2 36.2187 16.1109 27.0985 
4984 4 38.0781 16.0732 25.2504 
4931 5 36.2339 12.3951 27.0584 
4932 2 38.0584 12.4647 25.2508 
4935 5 39.8622 12.4502 27.1083 
6336 2 38.0738 16.0785 32.5398 
5604 2 34.422 12.4224 28.9107 
6333 3 36.1378 14.2933 32.4557 
6332 3 34.3876 16.1419 32.4477 
5607 1 36.2238 12.4359 30.7298 
5608 2 37.9993 12.4153 28.9315 
6284 2 38.0258 12.3824 32.5455 
5611 5 39.8687 12.3993 30.7265 
5654 3 34.4167 14.2441 30.6892 
6337 4 39.8835 14.2271 32.5449 
5657 3 36.2532 14.2758 28.9876 
5658 1 38.013 14.2624 30.7533 
5659 3 36.2356 16.0856 30.7156 
5660 3 38.0525 16.0791 28.9814 
5661 3 39.855 14.2742 28.9594 
5663 3 39.8105 16.0524 30.7244 
6280 1 34.3673 12.4394 32.4896 
6283 5 36.143 12.4605 34.3306 
6287 1 39.9261 12.4393 34.3424 
6334 2 38.0378 14.2644 34.2753 
6335 4 36.1283 16.0415 34.309 
6339 3 39.8798 16.0816 34.3337 
7685 4 36.1526 14.2887 39.9116 
7684 4 34.4246 16.0529 39.8949 
7015 5 39.8552 16.0754 38.0676 
7013 2 39.9541 14.2773 36.1542 
6330 3 34.3854 14.3035 34.3391 
7012 5 38.0002 16.0415 36.1299 
7011 2 36.2075 16.0554 38.0719 
7010 2 37.9896 14.2727 38.073 
7637 5 39.879 10.6421 39.9005 
7689 1 39.8683 14.2707 39.8671 
7636 5 37.9995 12.4863 39.8943 
7632 4 34.3571 12.4973 39.8608 
6959 4 36.1086 12.5141 38.0633 
6960 5 38.0485 12.5215 36.1946 
6961 4 39.9118 10.6798 36.164 
6963 1 39.9502 12.5152 38.024 
7006 3 34.3798 14.2876 38.0443 
7688 3 38.017 16.083 39.9062 
7009 3 36.0922 14.2785 36.2177 
8367 5 39.8504 16.0314 45.339 
8363 1 36.2346 16.0378 45.3203 
7635 3 36.1496 12.4165 41.639 
7639 4 39.8801 12.454 41.7003 
8365 2 39.8598 14.2346 43.4932 
7686 1 38.0553 14.3175 41.6507 
7687 1 36.2315 16.0873 41.6505 
7691 1 39.8235 16.0864 41.6478 
8364 4 38.0183 16.0881 43.4484 
8308 4 34.3615 12.4082 43.4349 
8309 4 36.198 10.6788 43.4501 
8310 4 38.0423 10.7168 45.2269 
8311 1 36.1455 12.4071 45.2937 
8312 2 38.0459 12.4248 43.4302 
8313 4 39.8757 10.6743 43.4358 
8315 3 39.9136 12.4128 45.2926 
8358 1 34.45 14.2472 45.3022 
8360 1 34.4422 16.0671 43.4496 
8361 5 36.2122 14.2309 43.4533 
8362 2 38.0185 14.1886 45.3327 
298 2 34.4634 17.897 1.46155 
300 3 34.5101 19.7856 -0.385841 
301 1 36.2283 17.8618 -0.331288 
302 2 37.9584 17.8262 1.51294 
303 1 36.1466 19.7764 1.47859 
304 5 37.9575 19.7812 -0.296915 
305 5 39.8713 17.8759 -0.3222 
307 5 39.9144 19.7709 1.52434 
350 5 34.3914 21.6338 1.46227 
353 1 36.2336 21.6622 -0.343212 
354 4 37.9932 21.6971 1.47864 
357 1 39.8208 21.6586 -0.309781 
976 1 34.4468 19.769 3.30649 
977 3 36.1625 17.8594 3.27118 
980 5 37.9585 19.7854 3.23645 
981 1 39.8724 17.8233 3.27159 
1029 3 36.1845 21.696 3.30314 
1033 4 39.8235 21.699 3.29178 
1709 4 39.833 21.6025 6.96742 
978 5 38.0517 17.8616 5.16635 
979 5 36.1797 19.7725 5.17349 
983 5 39.8407 19.8063 5.06593 
1026 3 34.4227 21.6497 5.13722 
1030 1 38.0289 21.6419 5.10883 
1650 4 34.4119 17.9328 8.87316 
1706 1 38.0497 21.5503 8.85585 
1653 4 36.1545 17.9296 7.01483 
1654 5 38.0089 17.9484 8.73891 
1655 2 36.1925 19.7739 8.83555 
1656 3 38.0689 19.8373 6.99639 
1657 2 39.8735 17.8422 6.98577 
1659 3 39.8562 19.8322 8.80744 
1705 2 36.1954 21.5761 7.00179 
2332 1 38.0337 19.7764 10.6318 
2333 5 39.8884 17.9279 10.6183 
2381 3 36.2635 21.581 10.6306 
2385 1 39.8206 21.5704 10.6741 
3061 3 39.8558 21.6985 14.2588 
3058 2 38.0282 21.6541 16.0645 
2329 4 36.18 17.9049 10.6259 
2330 3 38.0201 17.8587 12.5024 
2331 5 36.2209 19.7396 12.443 
3011 2 39.8698 19.7832 16.0234 
3009 3 39.8594 17.8715 14.3715 
2335 5 39.8143 19.7878 12.5579 
3057 3 36.1829 21.6186 14.3022 
3008 2 37.9839 19.7602 14.3397 
2382 3 37.9841 21.6447 12.4794 
3007 1 36.1685 19.8186 16.086 
3002 5 34.4199 17.9633 16.1329 
3054 4 34.4268 21.6038 16.0997 
3005 4 36.1804 17.9252 14.2673 
3006 2 37.9276 17.8927 16.1006 
3678 3 34.417 17.8995 19.7198 
3680 4 34.4424 19.8082 17.9272 
3681 4 36.1813 17.926 17.9479 
3682 2 37.9592 17.9026 19.7272 
3683 2 36.1587 19.7808 19.7452 
3684 5 37.999 19.8139 17.8938 
3685 5 39.8834 17.8835 17.84 
3687 5 39.8913 19.7577 19.7739 
3730 1 34.4381 21.587 19.7562 
3733 1 36.2025 21.6347 17.9105 
3734 3 38.0403 21.6646 19.7516 
3737 1 39.8236 21.6983 17.9315 
4356 1 34.3999 19.7457 21.5696 
4357 1 36.1135 17.9037 21.5498 
4360 5 38.0135 19.7491 21.5664 
4361 3 39.9599 17.913 21.5856 
4409 1 36.2312 21.627 21.5584 
4413 3 39.8522 21.6837 21.5951 
4354 3 34.3609 17.911 23.4469 
4358 1 38.0345 17.8973 23.4711 
4359 5 36.2123 19.7062 23.4308 
4363 5 39.8976 19.7156 23.4019 
5089 5 39.8466 21.5717 25.2659 
4410 1 38.0433 21.6627 23.3855 
5030 4 34.3562 17.9065 27.1458 
5086 4 38.0579 21.5684 27.1804 
5033 1 36.1771 17.8902 25.3075 
5034 5 38.0559 17.9013 27.1116 
5035 2 36.1941 19.7286 27.1703 
5036 2 38.0277 19.7216 25.2948 
5037 4 39.8875 17.9421 25.2739 
5039 1 39.8653 19.7621 27.1316 
5085 5 36.2761 21.6307 25.3263 
6441 4 39.879 21.5813 32.5429 
6437 1 36.2348 21.6003 32.4851 
5709 4 36.221 17.9487 28.9809 
5710 4 38.0696 17.9437 30.6975 
5711 4 36.251 19.7826 30.6642 
5712 1 38.0637 19.7743 28.9243 
5713 3 39.8247 17.9243 28.9339 
5715 2 39.836 19.8051 30.7423 
5758 2 34.3845 21.5594 30.6579 
5761 1 36.2171 21.5583 28.896 
5762 3 38.025 21.5789 30.6566 
5765 3 39.8431 21.5878 28.9055 
6384 5 34.3627 19.7429 32.5138 
6385 5 36.2386 17.9311 32.5267 
6388 3 38.0122 19.8402 32.5102 
6389 1 39.7967 17.9706 32.5365 
6386 4 38.0724 17.9698 34.2921 
6391 2 39.8508 19.8228 34.2934 
7793 4 39.7881 21.603 39.8957 
7737 2 36.2506 17.9216 39.8795 
6387 4 36.2647 19.8349 34.3475 
7736 5 34.4281 19.8072 39.8514 
6434 5 34.3944 21.6402 34.3616 
6438 3 38.037 21.5929 34.3474 
7789 5 36.2992 21.624 39.8295 
7741 4 39.7964 17.9129 39.9163 
7061 5 36.2426 17.9623 36.1183 
7062 4 38.0089 17.945 38.0865 
7063 4 36.2775 19.8125 37.983 
7064 2 38.0587 19.8321 36.1811 
7065 5 39.8543 17.9571 36.1447 
7067 2 39.8151 19.7637 38.04 
7740 1 38.0647 19.7463 39.8655 
7113 4 36.242 21.5985 36.2121 
7114 3 38.1064 21.5932 38.0151 
7117 4 39.8971 21.5851 36.1317 
7734 2 34.4446 17.9039 41.7449 
7738 3 38.0366 17.888 41.6564 
7739 2 36.2932 19.7639 41.7217 
7743 3 39.7592 19.7431 41.6816 
7786 2 34.4607 21.6787 41.7125 
7790 1 38.0776 21.613 41.7089 
8410 5 34.496 17.9392 45.2678 
8412 2 34.4604 19.8127 43.4878 
8413 4 36.2976 17.8557 43.4589 
8414 1 37.9426 17.8497 45.322 
8415 2 36.2756 19.8104 45.2885 
8416 2 38.0332 19.7607 43.4935 
8417 2 39.8143 17.8698 43.4711 
8419 5 39.8199 19.7537 45.3373 
8462 1 34.4806 21.5827 45.3792 
8465 4 36.2853 21.6472 43.5319 
8466 1 38.0375 21.6682 45.3537 
8469 1 39.806 21.6284 43.5065 
352 4 34.4487 23.4805 -0.339664 
355 1 36.2367 23.4703 1.45018 
356 1 38.0263 23.4303 -0.332179 
359 4 39.8205 23.4544 1.50975 
1085 2 39.8415 25.2863 3.31074 
404 1 34.417 27.0366 -0.350258 
405 3 36.2596 25.2597 -0.339048 
406 4 38.0352 25.2649 1.45933 
407 1 36.254 27.0551 1.45518 
408 3 38.0377 27.0963 -0.326943 
409 5 39.8766 25.27 -0.337817 
411 3 39.8541 27.0619 1.4938 
1084 1 38.0312 27.0562 3.28474 
1032 2 38.0279 23.4487 3.33145 
1081 5 36.2076 25.2651 3.31565 
1031 3 36.1893 23.3912 5.12961 
1035 4 39.8414 23.4691 5.09199 
1763 1 39.8489 27.1025 8.80497 
1082 4 38.04 25.3229 5.13389 
1083 1 36.1899 27.1098 5.16011 
1087 4 39.8915 27.041 5.1578 
1704 3 34.4367 23.3783 6.98708 
1707 2 36.2383 23.3756 8.79685 
1708 5 38.0373 23.4236 6.91764 
1711 5 39.8627 23.4157 8.87904 
1761 2 39.8651 25.3333 6.92488 
1760 4 38.0223 27.0932 6.96722 
1757 2 36.2211 25.296 6.93589 
1758 5 38.0335 25.3176 8.81557 
1759 1 36.189 27.1527 8.77358 
2432 1 34.4306 27.1294 10.6084 
2380 5 34.45 23.3858 10.6362 
2383 4 36.225 23.4008 12.5181 
2384 1 37.9987 23.3932 10.6871 
2387 2 39.8273 23.4059 12.428 
2430 1 34.459 25.2962 12.5219 
3115 3 39.8467 27.0517 16.0002 
2433 5 36.2096 25.3051 10.6647 
2434 4 38.0199 25.2645 12.4623 
2435 1 36.2108 27.1386 12.4826 
2436 1 38.004 27.1352 10.6582 
2437 1 39.8189 25.311 10.6575 
2439 2 39.7991 27.0932 12.4693 
3056 1 34.4465 23.4066 14.3008 
3059 4 36.2479 23.4241 16.1007 
3060 3 37.9951 23.4151 14.2642 
3063 3 39.8154 23.4324 16.079 
3106 5 34.4346 25.2664 16.1557 
3108 4 34.4453 27.1543 14.2685 
3109 4 36.2561 25.2493 14.2428 
3110 4 38.0371 25.2073 16.0722 
3111 5 36.2605 27.1279 16.115 
3112 3 38.0115 27.094 14.2426 
3113 2 39.7975 25.2175 14.2855 
3732 3 34.4431 23.3618 17.8981 
3735 2 36.2449 23.3933 19.7258 
3736 1 38.0416 23.424 17.9124 
3739 1 39.8329 23.4305 19.7706 
3782 5 34.4058 25.297 19.6766 
4465 1 39.8688 25.216 21.6414 
3785 4 36.2897 25.2103 17.9374 
3786 2 38.0811 25.2103 19.8001 
3787 2 36.2733 27.1336 19.7275 
3788 5 38.1454 27.0606 17.9422 
3789 1 39.8474 25.1368 17.8746 
3791 2 39.852 27.0513 19.8421 
4408 2 34.4035 23.4178 21.5524 
4412 3 38.0594 23.3753 21.5744 
4464 1 38.0836 27.0922 21.611 
4461 2 36.267 25.24 21.5543 
4411 4 36.2587 23.3841 23.3912 
4415 4 39.8763 23.4231 23.4221 
4458 5 34.3856 25.1844 23.4467 
4462 5 38.0749 25.216 23.4266 
4463 5 36.2496 27.121 23.4742 
4467 3 39.8753 27.0705 23.4973 
5084 4 34.3678 23.319 25.3355 
5087 3 36.2701 23.3764 27.1775 
5088 1 38.0736 23.4277 25.2913 
5091 2 39.8409 23.4279 27.0799 
5134 5 34.4591 25.199 27.0983 
5136 2 34.3753 27.1047 25.2473 
5137 2 36.2376 25.1403 25.2801 
5138 1 38.008 25.2131 27.0687 
5139 4 36.2574 27.0586 27.0539 
5140 2 38.0659 27.0787 25.3016 
5141 3 39.8829 25.2284 25.2572 
5143 2 39.9054 27.039 27.0094 
5760 1 34.396 23.3525 28.9088 
5763 3 36.2002 23.3932 30.6452 
5764 3 38.0238 23.3785 28.924 
5767 3 39.8471 23.3801 30.6575 
5810 3 34.4049 25.1921 30.6663 
5812 3 34.4243 27.0197 28.9408 
5813 3 36.2609 25.2203 28.911 
5814 3 38.0177 25.2085 30.6633 
5815 3 36.2474 26.9866 30.6735 
5816 4 38.0255 27.0387 28.8466 
5817 5 39.8681 25.2584 28.8754 
5819 2 39.8691 27.0488 30.6942 
6436 1 34.4002 23.4062 32.4472 
6440 5 38.0739 23.3938 32.515 
6493 2 39.9299 25.2511 32.5317 
6489 3 36.2008 25.1585 32.4606 
6492 5 38.0431 27.0174 32.5297 
6439 3 36.2531 23.3843 34.3665 
6443 3 39.9247 23.3757 34.391 
7845 4 39.8562 25.203 39.8221 
6490 2 38.076 25.1912 34.4112 
6491 2 36.2517 27.001 34.4018 
6495 1 39.904 26.9995 34.4164 
7844 3 38.0992 26.9821 39.8086 
7115 3 36.2967 23.3824 37.9916 
7116 2 38.0821 23.3469 36.1749 
7119 2 39.8787 23.408 38.0106 
7162 5 34.3687 25.1436 38.0239 
7164 5 34.3666 27.0219 36.2106 
7165 3 36.2877 25.1596 36.2219 
7166 1 38.0742 25.1978 37.9995 
7167 3 36.3168 26.9724 37.9955 
7168 3 38.0961 26.994 36.2161 
7169 4 39.914 25.1971 36.17 
7171 3 39.846 26.9803 37.9606 
7841 1 36.315 25.1439 39.8007 
7792 3 38.0972 23.4202 39.8308 
7791 1 36.3176 23.4064 41.6651 
7795 4 39.8158 23.4211 41.6979 
8523 3 39.8803 27.0964 45.3413 
7842 2 38.0962 25.2254 41.667 
7843 2 36.306 27.0233 41.6475 
7847 3 39.803 27.0433 41.7209 
8464 2 34.4938 23.3927 43.571 
8467 1 36.2402 23.4306 45.4102 
8468 2 38.0546 23.4245 43.5418 
8471 4 39.8259 23.423 45.3291 
8514 3 34.4352 25.2852 45.3979 
8521 1 39.8344 25.2523 43.5954 
8517 5 36.2555 25.2694 43.5634 
8518 3 38.0422 25.2742 45.3903 
8519 1 36.2218 27.0605 45.4016 
8520 1 38.1219 27.0618 43.5668 
1189 4 39.8327 32.5418 3.36802 
1185 4 36.1513 32.5897 3.33939 
457 1 36.2279 28.8421 -0.351461 
458 3 38.0226 28.8443 1.48143 
459 5 36.1902 30.7021 1.49159 
460 3 38.0386 30.6503 -0.312814 
461 3 39.8432 28.8657 -0.293481 
463 4 39.8266 30.6595 1.48241 
506 4 34.4501 32.586 1.46278 
509 4 36.1778 32.6018 -0.346191 
510 5 38.0108 32.5929 1.53608 
513 5 39.8498 32.5454 -0.314745 
1132 4 34.3896 30.6936 3.36627 
1133 1 36.2102 28.8062 3.31348 
1136 4 38.04 30.7166 3.30177 
1137 5 39.9004 28.8465 3.29314 
508 4 34.4321 34.375 -0.369711 
1865 5 39.8105 32.5487 6.91533 
1134 5 38.0378 28.8591 5.16626 
1135 5 36.1898 30.7216 5.1348 
1139 2 39.8356 30.7165 5.12652 
1182 1 34.3997 32.5515 5.19806 
1186 1 37.9811 32.5563 5.09296 
1806 1 34.4076 28.8859 8.76162 
1862 4 37.9307 32.5092 8.78887 
1809 1 36.1578 28.8828 6.98296 
1810 2 37.9957 28.8915 8.75126 
1811 1 36.1627 30.701 8.76993 
1812 4 37.9991 30.7129 7.00633 
1813 3 39.8557 28.8386 6.98188 
1815 4 39.7943 30.7099 8.76806 
1858 1 34.4295 32.5377 8.77381 
1861 4 36.2144 32.5402 6.98219 
1187 1 36.2135 34.3192 5.13663 
1863 3 36.216 34.338 8.81142 
1864 3 37.9459 34.3261 6.9485 
1867 5 39.7936 34.3646 8.77213 
2484 3 34.4159 30.6799 10.5598 
2537 1 36.1775 32.5441 10.5801 
2482 3 34.4368 28.9488 12.4378 
3219 2 39.8238 34.3708 16.0575 
2485 1 36.1862 28.8895 10.6021 
2486 3 37.9658 28.8921 12.4493 
2487 1 36.1852 30.6901 12.3988 
2488 2 37.9477 30.7202 10.635 
2489 5 39.8313 28.9425 10.6579 
2491 1 39.9136 30.7286 12.4697 
3217 2 39.8592 32.571 14.2464 
3210 4 34.4125 32.5088 16.0847 
2538 4 37.9729 32.5882 12.4102 
2541 5 39.8404 32.5101 10.6492 
3214 4 38.041 32.569 16.119 
3213 5 36.2031 32.5818 14.2923 
3161 4 36.1965 28.9396 14.2538 
3162 2 38.1006 28.9426 16.0954 
3163 1 36.2318 30.689 16.1231 
3164 5 38.0473 30.7299 14.2308 
3165 2 39.8754 28.8955 14.2357 
3167 3 39.87 30.8055 16.0804 
4569 5 39.9128 32.5235 21.6502 
3836 5 34.4146 30.7206 17.9324 
3837 1 36.2621 28.9436 17.9609 
3838 4 38.1095 28.9624 19.7269 
3839 2 36.2892 30.7579 19.728 
3840 1 38.0611 30.7489 17.896 
3841 4 39.8517 28.9937 17.8894 
3843 4 39.811 30.7846 19.7518 
4565 3 36.2474 32.4387 21.6522 
3889 3 36.3053 32.532 17.8639 
3890 4 38.0267 32.5219 19.7496 
3893 4 39.7716 32.572 17.9086 
4517 5 39.8438 28.9463 21.696 
4513 5 36.2655 28.9735 21.5852 
4516 4 38.0629 30.757 21.6381 
3892 1 38.0001 34.372 17.915 
3895 5 39.8358 34.3918 19.7815 
4564 5 34.4763 34.3226 21.6043 
5245 2 39.92 32.5515 25.3287 
4514 3 38.0589 28.96 23.5104 
4515 3 36.1806 30.7141 23.5045 
4519 4 39.95 30.716 23.5446 
4562 3 34.4631 32.5223 23.4721 
4566 5 38.0373 32.5223 23.5232 
5242 1 38.0446 32.5244 27.0465 
5188 1 34.3796 30.7723 25.2962 
5189 4 36.2307 28.9497 25.304 
5190 4 38.0545 28.903 27.043 
5191 1 36.2137 30.7802 27.0498 
5192 2 38.0471 30.7 25.3151 
5193 2 39.9291 28.8977 25.258 
5195 3 39.9101 30.7052 27.06 
5238 3 34.3381 32.5231 27.0351 
5241 4 36.18 32.5531 25.3118 
4567 4 36.2429 34.3283 23.4983 
5240 4 34.3717 34.3093 25.3118 
5243 4 36.2091 34.3324 27.036 
5247 2 39.94 34.3809 27.0583 
6597 5 39.9426 32.5544 32.591 
5864 2 34.3318 30.8262 28.8675 
5865 5 36.2728 28.9033 28.8705 
5866 4 38.0705 28.8507 30.6681 
5867 2 36.2352 30.7537 30.6657 
5868 1 38.0767 30.7404 28.7643 
5869 2 39.8784 28.8183 28.7782 
5871 5 39.9226 30.6616 30.6026 
6593 5 36.1811 32.5656 32.6165 
5917 1 36.1984 32.5211 28.8114 
5918 5 38.0831 32.5495 30.638 
5921 3 39.9506 32.5242 28.7626 
6540 5 34.3593 30.7099 32.5876 
6541 2 36.2305 28.8526 32.5393 
6544 5 38.0889 30.6326 32.5914 
6545 4 39.9049 28.7866 32.5841 
5916 5 34.3421 34.3512 28.8295 
5920 5 38.0808 34.4082 28.7962 
6538 4 34.3586 28.8216 34.3345 
6590 3 34.3398 32.6609 34.3774 
7948 1 38.0555 34.4028 39.7822 
6542 2 38.1011 28.8175 34.4476 
6543 1 36.212 30.6544 34.3876 
6547 3 39.9166 30.6615 34.461 
7944 3 34.3894 34.4071 39.8 
6594 2 38.0356 32.551 34.4351 
7214 3 34.4122 28.9001 38.0403 
7216 5 34.4235 30.719 36.158 
7217 2 36.2222 28.8223 36.2354 
7218 3 38.0781 28.7868 37.9863 
7219 4 36.1937 30.7744 38.0687 
7220 5 38.0112 30.6953 36.2605 
7221 3 39.8913 28.83 36.2437 
7223 2 39.9054 30.6652 38.0541 
7266 2 34.3987 32.623 38.0505 
7269 2 36.1848 32.6206 36.1591 
7270 1 37.9743 32.6286 38.0261 
7273 5 39.9007 32.5503 36.2697 
7949 2 39.8226 32.5957 39.7511 
7893 5 36.2824 28.8737 39.8032 
7896 1 38.0259 30.778 39.7376 
7897 2 39.7996 28.8313 39.7909 
7945 4 36.2277 32.6344 39.8139 
8625 5 39.833 32.5547 43.4714 
7894 1 38.0916 28.83 41.6841 
7895 5 36.2636 30.7655 41.6506 
7899 5 39.8086 30.7212 41.5956 
8622 4 37.983 32.5568 45.3549 
7946 3 38.0303 32.6395 41.5959 
8621 2 36.2276 32.6035 43.4973 
8575 2 39.8313 30.6595 45.3629 
8569 5 36.2298 28.8227 43.5085 
8570 1 38.0698 28.8425 45.3732 
8571 5 36.2171 30.7196 45.3636 
8572 3 38.0579 30.696 43.5097 
8573 4 39.8428 28.8734 43.5357 
7947 1 36.2189 34.3534 41.6365 
8620 3 34.4191 34.3466 43.5399 
1241 3 39.8519 36.207 3.34326 
511 3 36.1716 34.4307 1.53166 
512 2 37.9592 34.4228 -0.322289 
515 4 39.8811 34.4124 1.6021 
558 2 34.3765 36.164 1.49481 
1293 1 39.7955 39.8455 3.32958 
561 1 36.1849 36.1441 -0.36913 
562 1 38.0188 36.1379 1.58422 
563 5 36.1891 37.9486 1.49878 
564 5 38.0456 38.0465 -0.351919 
565 5 39.8761 36.2105 -0.299307 
567 2 39.8474 38.0677 1.5526 
610 4 34.3885 39.8509 1.49504 
613 1 36.1644 39.8557 -0.320566 
614 2 38.0447 39.8814 1.51173 
617 1 39.9223 39.8503 -0.353382 
1184 2 34.4147 34.3865 3.38247 
1188 4 37.9894 34.3877 3.34355 
1289 5 36.2039 39.8459 3.30064 
1237 3 36.1954 36.1703 3.37581 
1240 4 38.0536 37.9712 3.3432 
1917 2 39.7803 36.1995 6.88048 
1191 2 39.8194 34.3737 5.09744 
1969 5 39.8422 39.896 6.91235 
1238 2 38.0081 36.1884 5.0964 
1239 4 36.203 38.0348 5.10711 
1243 4 39.8662 38.0313 5.08648 
1966 1 37.9424 39.887 8.79938 
1290 4 38.0266 39.8021 5.08749 
1965 3 36.1953 39.833 6.9401 
1916 2 37.982 38.0646 6.92686 
1915 4 36.2242 38.076 8.80895 
1914 1 37.9547 36.1796 8.81472 
1962 4 34.3623 39.9019 8.75504 
1919 5 39.7745 38.054 8.80457 
1913 5 36.2152 36.1805 6.96623 
2536 3 34.3909 34.3901 10.5417 
2589 1 36.1997 36.1608 10.5831 
2641 1 36.1629 39.8847 10.6427 
3268 1 38.0757 37.9806 14.2759 
2539 3 36.192 34.4083 12.3757 
2540 4 37.9374 34.3575 10.64 
2543 4 39.8266 34.3533 12.5014 
3321 4 39.8564 39.8329 14.3024 
3318 2 38.0826 39.7873 16.1035 
3267 4 36.2498 37.9793 16.1505 
2590 1 37.9915 36.1689 12.4797 
2591 2 36.225 37.9874 12.4259 
2592 2 37.971 38.0612 10.6581 
2593 5 39.8166 36.1736 10.719 
2595 1 39.7937 38.04 12.5207 
3317 5 36.2307 39.7935 14.2722 
3266 2 38.0213 36.1919 16.0751 
2642 4 38.0519 39.807 12.5024 
2645 1 39.848 39.8419 10.7257 
3212 2 34.4109 34.4458 14.285 
3215 3 36.2441 34.3968 16.1389 
3216 1 38.0168 34.3864 14.2366 
3269 3 39.8114 36.1786 14.2356 
3262 3 34.4282 36.2179 16.151 
3271 1 39.8612 37.9734 16.0397 
3265 2 36.2186 36.1827 14.2662 
3888 5 34.4394 34.3491 17.9623 
3891 2 36.3106 34.3505 19.77 
4673 5 39.8634 39.901 21.5233 
4669 1 36.2892 39.8364 21.5622 
3938 1 34.4727 36.2013 19.7686 
3940 1 34.4743 37.9371 17.95 
3941 3 36.266 36.2076 17.9358 
3942 4 38.0017 36.2514 19.7853 
3943 4 36.2506 38.0108 19.7416 
3944 1 37.9966 38.0104 17.9531 
3945 5 39.859 36.2593 17.9157 
3947 3 39.8839 37.9664 19.8253 
3990 2 34.4534 39.8237 19.6425 
3993 1 36.2808 39.8066 17.9391 
3994 4 38.0136 39.8278 19.7373 
3997 5 39.8932 39.7418 17.9495 
4621 3 39.8669 36.2307 21.5768 
4568 2 37.9889 34.3826 21.6416 
4616 2 34.5086 38.0734 21.5881 
4617 3 36.262 36.2604 21.6125 
4620 3 37.9956 38.0276 21.5762 
5345 3 36.2447 39.9369 25.237 
4571 2 39.8648 34.4206 23.4686 
4614 5 34.4573 36.2247 23.471 
4618 4 38.0106 36.2128 23.3982 
4619 3 36.2954 38.1259 23.4519 
4623 5 39.8547 38.0576 23.4045 
4666 4 34.4588 39.8631 23.4789 
4670 1 38.0358 39.9114 23.4236 
5346 5 38.0917 39.9736 27.1286 
5299 3 39.8794 38.1111 27.0809 
5244 1 38.059 34.3755 25.3358 
5297 2 39.8086 36.2343 25.2723 
5349 4 39.8837 39.891 25.2437 
5292 1 34.3926 38.1303 25.2922 
5293 5 36.2875 36.2148 25.3016 
5294 3 38.1429 36.2938 27.1058 
5295 5 36.2489 38.108 27.1023 
5296 1 38.0692 38.1235 25.2488 
6648 4 38.0066 38.1137 32.5817 
5919 5 36.138 34.4294 30.7213 
6645 3 36.1591 36.3326 32.5669 
5923 2 39.9484 34.4371 30.6354 
5966 3 34.3391 36.2658 30.8039 
6701 2 39.9194 39.805 32.5624 
5969 2 36.1973 36.2455 28.8362 
5970 5 38.0506 36.3299 30.699 
5971 3 36.1885 38.0683 30.7046 
5972 1 38.1221 38.1044 28.8982 
5973 1 39.9366 36.3202 28.8924 
5975 4 39.9778 38.1153 30.6825 
6697 5 36.1887 39.8639 32.5397 
6021 1 36.236 39.9621 29.0056 
6022 2 38.1001 39.8484 30.6926 
6025 3 39.9323 39.9164 28.9304 
6649 5 39.9377 36.3587 32.5513 
6596 5 38.0475 34.4444 32.5811 
6644 2 34.3242 38.0322 32.5385 
6642 4 34.3781 36.2486 34.3478 
6595 4 36.1404 34.4747 34.4091 
6599 5 39.9396 34.4597 34.481 
8000 5 38.0399 38.0576 39.7411 
6646 5 37.9927 36.3068 34.4568 
6647 4 36.1781 38.0665 34.459 
6651 2 39.9003 38.1236 34.4417 
6694 5 34.3712 39.9277 34.4043 
6698 4 38.0277 39.8713 34.4226 
7268 3 34.394 34.4269 36.182 
7271 3 36.2075 34.4154 37.982 
7272 4 37.9823 34.4224 36.2375 
7275 3 39.8341 34.4677 37.9379 
7318 1 34.3786 36.1799 37.9932 
7320 1 34.3781 38.0189 36.1835 
7321 3 36.1307 36.2313 36.2354 
7322 4 38.0451 36.2247 37.9143 
7323 3 36.1995 38.0571 37.8938 
7324 4 38.0263 38.1193 36.2393 
7325 3 39.9185 36.3066 36.2228 
7327 4 39.8504 38.1102 37.9305 
7370 5 34.3759 39.9695 37.917 
