LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2530497314545641e+00 4.6253049731452897e+01 xlo xhi
-1.2551195373430890e+00 4.6255119537342502e+01 ylo yhi
-1.2485814740622672e+00 4.6248581474063855e+01 zlo zhi

Atoms
id type x y z
7808 1 5.09368 27.0368 39.8986 
7809 1 6.8813 25.2395 39.892 
7812 1 8.81885 27.053 39.8338 
6411 2 10.5512 23.4429 34.4183 
6463 2 10.58 27.0727 34.3403 
7137 1 10.6004 25.3028 36.1885 
7759 3 6.93096 23.406 41.6919 
7806 4 5.13884 25.2463 41.6803 
7810 5 8.77655 25.2892 41.7002 
7811 3 6.89198 27.0609 41.635 
8432 5 5.14425 23.4249 43.5278 
8435 3 7.00569 23.3955 45.2821 
8436 3 8.73575 23.4125 43.4701 
8482 4 5.07617 25.3051 45.295 
8484 2 5.10661 27.0285 43.4698 
8485 4 6.94099 25.2562 43.5164 
8486 1 8.75837 25.2149 45.2577 
8487 4 6.93138 27.0504 45.2677 
8488 2 8.76386 27.0832 43.5483 
8491 1 10.5853 27.0781 45.2862 
422 2 5.1106 28.8777 1.48336 
424 2 5.13971 30.7492 -0.350303 
425 5 6.936 28.8673 -0.415978 
426 4 8.72356 28.8746 1.46163 
427 5 6.95733 30.7495 1.51056 
428 2 8.7382 30.7418 -0.438527 
474 1 5.09723 32.5645 1.52365 
477 2 6.93642 32.5861 -0.370638 
478 2 8.7962 32.5942 1.45283 
1100 3 5.10632 30.7502 3.32784 
1101 1 6.91418 28.8822 3.3024 
1104 4 8.79225 30.6975 3.30492 
1153 2 6.95796 32.5997 3.31341 
429 2 10.5335 28.8825 -0.385601 
431 2 10.5263 30.6938 1.39907 
1157 2 10.528 32.5457 3.29457 
481 2 10.5882 32.5561 -0.40901 
1105 4 10.4758 28.9277 3.27346 
479 2 6.947 34.3615 1.46443 
480 3 8.80661 34.3648 -0.393135 
1156 1 8.78265 34.3832 3.34514 
1098 3 5.14895 28.883 5.19002 
1102 3 8.75954 28.927 5.17671 
1103 5 6.9738 30.7366 5.11773 
1150 3 5.10898 32.5796 5.14063 
1154 1 8.78608 32.5612 5.1268 
1774 5 5.18266 28.8604 8.85041 
1776 5 5.16028 30.7537 7.02132 
1777 3 7.00296 28.8702 7.02925 
1778 2 8.76781 28.9068 8.84283 
1779 4 6.98901 30.7428 8.88063 
1780 4 8.73308 30.7086 6.99854 
1826 4 5.18484 32.5887 8.8532 
1829 4 6.95465 32.6152 6.98569 
1830 5 8.76748 32.5686 8.82931 
1107 3 10.4923 30.6596 5.15782 
1781 3 10.5317 28.9461 7.01583 
1155 2 6.94813 34.364 5.12957 
1828 3 5.12664 34.3255 6.98784 
1831 4 6.96452 34.3892 8.82933 
2505 1 6.99758 32.5624 10.639 
2457 3 10.5821 28.9299 10.6161 
2450 1 5.20959 28.9235 12.3588 
2452 3 5.17785 30.7436 10.6183 
2453 4 7.02837 28.8794 10.6695 
2454 2 8.8446 28.8686 12.4218 
2455 3 7.03521 30.7354 12.3685 
2456 1 8.8073 30.7266 10.6506 
2502 5 5.1493 32.5898 12.407 
2511 4 10.5489 34.3452 12.422 
2506 3 8.81349 32.546 12.4032 
3126 2 5.19658 28.8866 16.1471 
3128 5 5.14194 30.7217 14.2861 
3129 5 7.05363 28.8956 14.2552 
3130 4 8.81243 28.8814 16.1208 
3131 4 7.05439 30.7158 16.1473 
3132 3 8.86766 30.7376 14.2501 
3178 1 5.21852 32.6103 16.1513 
3181 5 7.05693 32.5637 14.3011 
3182 1 8.8821 32.55 16.1425 
3184 3 8.85919 34.3336 14.2781 
3135 2 10.5633 30.6653 16.1565 
3185 1 10.5745 32.5407 14.251 
3180 1 5.19803 34.3764 14.2883 
3183 3 7.06382 34.3707 16.1724 
3187 3 10.5707 34.3702 16.1153 
3802 3 5.18024 28.9413 19.8042 
3804 1 5.21822 30.7293 17.989 
3805 2 6.98183 28.9089 17.9271 
3806 4 8.81547 28.8809 19.8148 
3807 1 7.05359 30.6455 19.788 
3808 3 8.82402 30.6599 17.97 
3854 2 5.1638 32.59 19.7791 
3857 5 7.04064 32.5318 17.968 
3858 1 8.84326 32.5336 19.7653 
4480 5 5.13697 30.7272 21.601 
4481 3 6.96897 28.9206 21.6594 
4484 3 8.79385 30.6531 21.6518 
4533 5 7.05143 32.5638 21.5722 
3811 2 10.5989 30.6526 19.7608 
3861 1 10.5567 32.51 17.9978 
4485 1 10.6413 28.8723 21.5719 
4478 1 5.09336 28.9168 23.4346 
4482 2 8.86789 28.8702 23.4088 
4483 1 6.95919 30.7245 23.4412 
4530 2 5.13558 32.5202 23.4624 
4534 1 8.77061 32.55 23.4635 
5154 3 5.12887 28.9032 27.071 
5156 1 5.1145 30.733 25.2692 
5157 5 6.92022 28.8766 25.2361 
5158 3 8.74339 28.8982 27.0597 
5159 1 6.90031 30.7237 27.0793 
5160 5 8.81591 30.7142 25.2422 
5206 3 5.14839 32.5276 27.0633 
5209 3 6.92973 32.539 25.2947 
5210 5 8.76392 32.5882 27.1487 
5830 4 5.15629 28.861 30.6811 
5832 4 5.1474 30.7088 28.8533 
5833 2 6.92143 28.8994 28.8553 
5834 2 8.73183 28.9129 30.7579 
5835 4 6.8713 30.678 30.6987 
5836 3 8.71336 30.6702 28.8676 
5882 4 5.12629 32.5788 30.6622 
5885 2 6.86093 32.5692 28.8937 
5886 5 8.73531 32.4978 30.6689 
6508 3 5.12442 30.7475 32.5013 
6509 1 6.91968 28.9206 32.5044 
6512 3 8.77061 30.6608 32.5248 
6561 2 6.87198 32.5185 32.4779 
6513 1 10.6188 28.8912 32.4945 
6560 5 5.08956 34.4088 32.491 
5891 5 10.5797 34.3856 30.7099 
6510 2 8.76523 28.8845 34.292 
6511 3 6.87572 30.7377 34.3022 
6562 5 8.73677 32.515 34.2855 
6506 5 5.11322 28.8807 34.3714 
7239 1 6.88252 34.4113 38.055 
7236 2 5.09819 34.385 36.1922 
6558 3 5.07535 32.4996 34.3658 
6563 2 6.85509 34.3935 34.3687 
7182 5 5.04501 28.9005 38.0643 
7184 1 5.08547 30.7585 36.1982 
7185 5 6.9394 28.8759 36.2242 
7186 4 8.81793 28.8686 38.1038 
7187 4 6.93548 30.7003 38.1309 
7188 5 8.77211 30.6729 36.2033 
7234 5 5.1182 32.5616 38.0551 
7237 4 6.86964 32.4911 36.17 
7238 5 8.71179 32.5536 38.0926 
7860 2 5.0236 30.7229 39.8803 
7861 1 6.94854 28.8544 39.8494 
7864 4 8.78897 30.6846 39.8488 
7913 4 6.91455 32.6094 39.8967 
7858 2 5.10816 28.8771 41.6581 
7862 5 8.7888 28.8309 41.6572 
7863 5 6.91532 30.7548 41.6347 
7910 1 5.08958 32.5862 41.6392 
7914 2 8.80679 32.5694 41.6541 
8534 2 5.11554 28.8707 45.2749 
8536 1 5.14858 30.8089 43.4752 
8537 2 6.89501 28.8777 43.5122 
8538 1 8.77769 28.8744 45.2848 
8539 4 6.91071 30.7596 45.2757 
8540 5 8.78704 30.7342 43.5353 
8586 1 5.17208 32.5577 45.3069 
8589 4 6.96768 32.5815 43.5059 
8590 4 8.74014 32.6061 45.322 
8543 2 10.6014 30.7358 45.3261 
8588 5 5.14109 34.343 43.483 
8595 1 10.5664 34.3645 45.3082 
8591 4 6.97968 34.3642 45.3523 
476 3 5.15995 34.3747 -0.342827 
1257 4 6.9461 39.8761 3.33484 
1208 2 8.77361 38.0086 3.314 
526 2 5.16519 36.2145 1.45974 
528 3 5.13696 38.0191 -0.366365 
529 3 6.97163 36.1695 -0.376663 
530 5 8.76971 36.174 1.46797 
531 4 6.95084 37.9933 1.42382 
532 1 8.74827 38.0037 -0.407783 
578 5 5.17686 39.8679 1.45844 
581 3 6.96 39.8992 -0.421546 
582 5 8.73637 39.8703 1.48099 
1152 2 5.12966 34.4178 3.30784 
1205 3 6.96751 36.1727 3.35842 
1204 2 5.19672 37.9803 3.33121 
1937 5 10.6067 39.8306 6.90557 
1202 4 5.11622 36.22 5.16084 
1206 3 8.8148 36.1765 5.09607 
1207 2 6.98685 38.0082 5.10638 
1254 1 5.16585 39.8471 5.13666 
1258 1 8.80148 39.8509 5.08592 
1885 1 10.5777 36.1487 6.95971 
1159 1 10.5628 34.3931 5.11086 
1832 2 8.79212 34.405 6.94561 
1878 2 5.14875 36.1649 8.7516 
1880 4 5.12156 38.0408 6.98573 
1881 5 6.96131 36.1955 6.95292 
1882 1 8.80066 36.1774 8.81587 
1883 1 7.01284 37.9738 8.80872 
1884 1 8.83372 37.9416 6.92288 
1930 3 5.17259 39.8823 8.80782 
1933 5 6.97593 39.8184 6.96567 
1934 5 8.78941 39.8374 8.81498 
2504 2 5.1741 34.4318 10.6197 
2556 5 5.19056 37.9731 10.5798 
2609 3 6.97188 39.8796 10.5586 
2561 1 10.5818 36.2015 10.6105 
3286 2 8.81044 39.8403 16.1005 
2507 4 7.06152 34.3949 12.4009 
2508 4 8.80001 34.4087 10.619 
2554 4 5.19739 36.161 12.457 
3285 3 7.00052 39.8081 14.292 
2557 3 7.03589 36.168 10.6159 
2558 4 8.83216 36.1999 12.3791 
2559 3 7.01689 37.9939 12.411 
2560 1 8.76446 37.9636 10.6226 
2606 5 5.18647 39.8631 12.4222 
3282 1 5.21634 39.8062 16.07 
2610 2 8.73001 39.8239 12.3972 
3237 5 10.5487 36.2505 14.3056 
2563 1 10.5682 38.0452 12.4201 
3236 4 8.79286 38.1006 14.2579 
3230 5 5.22542 36.1925 16.1633 
3232 3 5.2132 38.0361 14.2668 
3233 5 7.06418 36.1952 14.2536 
3234 2 8.79008 36.2351 16.1902 
3235 3 6.99297 38.0798 16.1221 
3856 3 5.21378 34.4055 17.978 
3859 2 7.03157 34.4469 19.7584 
3860 4 8.88572 34.399 17.9777 
3906 2 5.19018 36.2174 19.7494 
3908 4 5.20826 38.0201 17.9818 
3909 4 7.04 36.2458 17.988 
3910 3 8.82732 36.2306 19.7573 
3911 1 6.97741 38.036 19.7995 
3912 2 8.79676 38.0866 17.9948 
3958 4 5.25116 39.8365 19.8317 
3961 2 6.96284 39.8094 17.9752 
3962 4 8.75945 39.8897 19.8358 
4532 1 5.15924 34.3975 21.5487 
4536 3 8.80113 34.5193 21.5721 
4584 1 5.21091 38.0585 21.5836 
4585 4 6.94751 36.2188 21.578 
4588 5 8.78511 38.0288 21.6254 
4637 4 6.96244 39.917 21.6342 
3863 3 10.5759 34.4476 19.8258 
3913 3 10.5989 36.2633 17.9428 
4641 2 10.5849 39.8643 21.6846 
4535 5 6.95381 34.4256 23.4583 
4582 4 5.15534 36.2711 23.4345 
4586 3 8.77095 36.2363 23.5284 
4587 5 6.93054 38.0778 23.4789 
4634 3 5.15733 39.9078 23.4693 
4638 1 8.77014 39.9401 23.4921 
5208 2 5.13645 34.3871 25.3289 
5211 3 6.88634 34.4453 27.0969 
5212 3 8.72106 34.4424 25.3386 
5258 1 5.12935 36.2797 27.1305 
5260 1 5.09801 38.1178 25.2759 
5261 3 6.89371 36.2551 25.3368 
5262 3 8.71264 36.2344 27.0511 
5263 2 6.89403 38.0658 27.0711 
5264 4 8.75875 38.0597 25.2507 
5310 2 5.08693 39.9253 27.0613 
5313 1 6.92652 39.9141 25.2561 
5314 5 8.74668 39.9014 27.085 
5267 5 10.6095 38.0539 27.0447 
5884 4 5.14911 34.4483 28.9083 
5887 3 6.9255 34.4637 30.6455 
5888 2 8.72787 34.4979 28.8844 
5934 4 5.0962 36.285 30.6587 
5936 4 5.09024 38.0841 28.9116 
5937 1 6.90249 36.2834 28.8948 
5938 4 8.71218 36.3464 30.6775 
5939 1 6.88668 38.102 30.6672 
5940 4 8.72567 38.03 28.884 
5986 4 5.07513 39.8818 30.6805 
5989 2 6.85504 39.894 28.8725 
5990 5 8.77146 39.8968 30.638 
6617 5 10.5756 36.3349 32.5003 
6564 2 8.6895 34.4185 32.4906 
6612 4 5.0872 38.1325 32.4839 
6613 5 6.92753 36.3222 32.5139 
6616 3 8.76034 38.1725 32.5215 
6665 4 6.9153 39.8398 32.5252 
5943 4 10.6021 38.1097 30.6679 
5941 2 10.5881 36.2672 28.901 
6614 2 8.75059 36.344 34.358 
6619 4 10.5731 38.1569 34.3352 
6615 4 6.91224 38.1475 34.3372 
6666 3 8.75904 39.8727 34.3342 
7969 1 10.589 36.191 39.9434 
6610 3 5.07135 36.3547 34.32 
8017 4 6.96454 39.9307 39.7991 
7968 2 8.80683 38.0689 39.8835 
6662 4 5.13028 39.8506 34.3689 
7965 2 6.93581 36.19 39.836 
7345 4 10.5555 39.9335 36.182 
7295 2 10.5969 38.1615 38.058 
7240 5 8.71998 34.3975 36.1992 
7286 3 5.10987 36.2129 38.0783 
7288 4 5.09632 38.1017 36.2103 
7289 5 6.86609 36.3038 36.1893 
7290 5 8.8234 36.2598 38.0524 
7291 4 6.91482 38.0856 38.0581 
7292 2 8.78719 38.1255 36.1812 
7338 2 5.14975 39.9072 38.0133 
7341 2 6.94819 39.8636 36.1872 
7342 2 8.75726 39.8965 38.0533 
7912 3 5.12865 34.3974 39.886 
7916 2 8.7927 34.3997 39.8868 
7964 4 5.1466 38.0636 39.7799 
7915 3 6.96782 34.3769 41.6739 
7962 1 5.16022 36.1741 41.6467 
7966 3 8.76075 36.1433 41.7083 
7967 5 6.94013 38.0043 41.6793 
8014 5 5.1955 39.9274 41.6879 
8018 5 8.77811 39.9353 41.7348 
7919 2 10.5982 34.3899 41.7172 
8694 1 8.73592 39.9323 45.3462 
8592 1 8.73072 34.3797 43.5197 
8638 2 5.16626 36.194 45.3874 
8640 3 5.22539 38.0519 43.6088 
8641 3 6.95863 36.1523 43.523 
8642 4 8.7562 36.1303 45.3666 
8643 3 6.93861 38.0325 45.4019 
8644 5 8.75424 37.999 43.6074 
8690 3 5.15388 39.8914 45.3718 
8693 3 6.95305 39.9112 43.6509 
580 3 5.19544 41.7472 -0.36241 
583 3 6.92649 41.7231 1.49996 
584 1 8.72851 41.7506 -0.387402 
630 4 5.18888 43.5275 1.49243 
632 3 5.20459 45.3075 -0.290065 
633 1 6.93686 43.5589 -0.365815 
634 5 8.73126 43.5458 1.468 
635 3 6.96055 45.4086 1.49761 
636 3 8.73322 45.3582 -0.384374 
1256 3 5.15625 41.7622 3.28771 
1260 3 8.80111 41.709 3.30201 
1308 2 5.18787 45.3494 3.31821 
1309 1 6.96566 43.5675 3.31488 
1312 1 8.73859 45.3969 3.3247 
639 4 10.5265 45.3537 1.48401 
1313 3 10.5119 43.5568 3.28417 
1259 5 6.9676 41.7264 5.10752 
1306 1 5.17158 43.5502 5.11316 
1310 1 8.78545 43.5755 5.11652 
1311 1 7.00943 45.3522 5.12833 
1932 3 5.20788 41.7135 7.0171 
1935 4 6.95661 41.741 8.80077 
1936 4 8.77803 41.7735 6.92823 
1982 4 5.22331 43.546 8.83731 
1984 5 5.18832 45.3819 6.97572 
1985 1 6.96837 43.542 6.96731 
1986 2 8.72143 43.5839 8.78776 
1987 1 6.99345 45.3826 8.82038 
1988 4 8.70825 45.3533 6.95084 
1263 4 10.501 41.7166 5.07961 
1315 4 10.5094 45.3784 5.07615 
1939 5 10.5847 41.7762 8.79288 
1989 4 10.5183 43.6128 6.93129 
1991 1 10.5171 45.3452 8.77878 
2608 4 5.17775 41.7335 10.5936 
2660 1 5.17602 45.3637 10.5903 
2661 4 6.96414 43.5708 10.605 
2664 3 8.77845 45.4034 10.5953 
3343 4 10.5736 45.3882 16.1186 
2611 2 7.03595 41.7293 12.3919 
2612 4 8.72341 41.7558 10.5895 
2658 1 5.14889 43.5713 12.3787 
2667 4 10.582 45.3925 12.4151 
2665 2 10.5726 43.6159 10.62 
2662 4 8.78959 43.6124 12.3557 
2663 2 6.98478 45.3875 12.3641 
2615 5 10.5254 41.67 12.433 
3284 5 5.16432 41.7119 14.2744 
3287 1 7.01672 41.6363 16.0652 
3288 4 8.77599 41.6185 14.2993 
3334 5 5.20648 43.6151 16.107 
3336 3 5.15224 45.3631 14.1998 
3337 5 7.06838 43.5761 14.2184 
3338 2 8.78131 43.5213 16.1237 
3339 2 7.06254 45.4039 16.1201 
3340 1 8.86854 45.424 14.24 
3960 5 5.26232 41.7159 17.9386 
3963 4 6.98407 41.6932 19.8922 
3964 5 8.75246 41.6534 17.9782 
4010 2 5.21942 43.5727 19.8603 
4012 2 5.23225 45.3607 18.0159 
4013 2 7.04869 43.5656 18.031 
4014 1 8.78216 43.5008 19.8858 
4015 3 7.03266 45.3363 19.8643 
4016 2 8.81198 45.3649 18.009 
4636 4 5.19808 41.7332 21.6862 
4640 4 8.79057 41.6643 21.6244 
4688 1 5.21413 45.3352 21.6569 
4689 1 6.9779 43.5133 21.6289 
4692 4 8.7655 45.324 21.5989 
3967 4 10.5597 41.6649 19.8124 
4019 4 10.5732 45.3267 19.8125 
4693 4 10.5763 43.5204 21.5915 
4639 4 6.9478 41.6783 23.4351 
4686 3 5.20424 43.5467 23.4254 
4690 5 8.7708 43.506 23.4394 
4691 1 6.94076 45.328 23.4348 
5312 2 5.14555 41.7336 25.2382 
5315 2 6.90829 41.759 27.0968 
5316 2 8.74181 41.7322 25.2897 
5362 3 5.11855 43.5355 27.0896 
5364 3 5.1667 45.3391 25.2422 
5365 3 6.90286 43.5606 25.2705 
5366 1 8.76793 43.529 27.0944 
5367 4 6.9302 45.2979 27.0822 
5368 4 8.76612 45.2594 25.2946 
4695 4 10.6056 45.2754 23.4393 
5371 1 10.6097 45.2343 27.152 
5988 1 5.05407 41.74 28.8683 
5991 2 6.88803 41.6975 30.6255 
5992 1 8.81006 41.7468 28.843 
6038 1 5.10396 43.5041 30.62 
6040 2 5.12661 45.3225 28.8972 
6041 3 6.92754 43.516 28.86 
6042 5 8.77518 43.4893 30.6913 
6043 4 6.95422 45.318 30.6859 
6044 1 8.77906 45.2831 28.9036 
6664 5 5.13524 41.6904 32.5357 
6668 2 8.74273 41.6109 32.5423 
6716 5 5.11886 45.2841 32.5225 
6717 2 6.94416 43.4967 32.5466 
6720 4 8.78419 45.3819 32.497 
6667 3 6.93941 41.6349 34.3989 
6714 3 5.16253 43.5203 34.4513 
6718 5 8.76468 43.509 34.3574 
6719 1 6.9824 45.3377 34.3846 
7340 1 5.15906 41.6643 36.1532 
7343 1 6.96587 41.6674 37.991 
7344 4 8.7634 41.6433 36.1668 
7390 5 5.16354 43.5161 37.9523 
7392 3 5.17615 45.3559 36.1638 
7393 1 6.9575 43.4957 36.1549 
7394 5 8.82328 43.4995 37.9738 
7395 1 7.03549 45.385 37.9689 
7396 4 8.78942 45.3505 36.1645 
8016 1 5.15331 41.705 39.8342 
8020 1 8.81389 41.6893 39.8663 
8068 5 5.18304 45.3831 39.8684 
8069 5 7.01254 43.5044 39.8936 
8072 1 8.81339 45.351 39.9102 
7397 1 10.6018 43.5203 36.1253 
7399 3 10.5339 45.3709 38.05 
8073 4 10.5414 43.4953 39.9381 
8019 2 6.9921 41.7586 41.7557 
8066 1 5.1324 43.5141 41.7169 
8070 1 8.81197 43.5451 41.7645 
8071 4 7.01253 45.3458 41.7471 
8692 2 5.13908 41.7424 43.5605 
8695 3 6.96587 41.7509 45.3381 
8696 1 8.78154 41.7736 43.5946 
8742 1 5.19885 43.5242 45.3451 
8744 4 5.213 45.3123 43.4628 
8745 3 6.98184 43.559 43.5369 
8746 1 8.75607 43.5749 45.3457 
8747 3 6.92767 45.33 45.3158 
8748 1 8.75063 45.3349 43.5458 
8075 1 10.5405 45.3393 41.7449 
8699 1 10.5506 41.7819 45.3668 
8749 1 10.5538 43.5655 43.5536 
8751 1 10.5629 45.3406 45.3488 
745 5 14.2218 3.28346 3.31808 
14 5 12.3421 -0.322073 1.49766 
741 4 10.5657 3.21348 3.33468 
16 4 12.389 1.46524 -0.388491 
17 3 14.2068 -0.363598 -0.307746 
18 3 16.1418 -0.334349 1.46863 
19 5 14.2826 1.47164 1.4607 
20 2 16.158 1.50886 -0.309358 
696 2 16.1732 1.44282 3.29729 
66 2 12.3578 3.22539 1.47072 
69 2 14.2385 3.28202 -0.365587 
70 1 16.1711 3.2793 1.50409 
693 3 14.2643 -0.300743 3.28817 
692 4 12.33 1.45897 3.35645 
690 3 12.3479 -0.348044 5.05002 
691 1 10.5712 1.48515 5.11756 
694 1 16.1546 -0.336394 5.04313 
695 2 14.2157 1.44053 5.11784 
742 4 12.3996 3.27162 5.16644 
746 5 16.1257 3.26765 5.18916 
1422 2 16.0702 3.29965 8.76389 
1366 5 12.3721 -0.341626 8.80511 
1421 1 14.2036 3.29991 6.96341 
1368 3 12.4071 1.51111 6.90155 
1369 5 14.2476 -0.364666 6.92494 
1370 1 16.0595 -0.363817 8.79204 
1371 2 14.209 1.48911 8.77581 
1372 2 16.08 1.47096 6.98318 
1417 4 10.6058 3.2193 6.94908 
1418 1 12.3837 3.23315 8.75495 
2048 4 16.0565 1.418 10.5381 
2097 2 14.2398 3.26415 10.5415 
2774 2 15.9941 3.27769 16.101 
2042 4 12.3764 -0.323266 12.4032 
2773 3 14.1778 3.31074 14.3219 
2044 1 12.35 1.48258 10.6108 
2045 1 14.1954 -0.31029 10.6124 
2046 2 16.0092 -0.372579 12.4465 
2047 2 14.1802 1.44872 12.3962 
2722 5 16.0074 -0.434437 16.1338 
2770 4 12.3891 3.27097 16.0779 
2094 5 12.3499 3.27535 12.4714 
2721 3 14.0971 -0.398723 14.2343 
2098 2 16.0193 3.29218 12.3517 
2724 5 15.9545 1.4318 14.2571 
2718 2 12.36 -0.354581 16.133 
2723 2 14.1412 1.4071 16.1276 
2720 3 12.4189 1.43785 14.276 
4125 3 14.276 3.25843 21.6007 
3394 3 12.4088 -0.31067 19.7878 
3395 3 10.5756 1.46328 19.7376 
3396 1 12.3559 1.429 17.9852 
3397 4 14.1994 -0.352308 17.995 
3398 1 16.0711 -0.347881 19.7546 
3399 2 14.2558 1.42021 19.7913 
3400 4 16.0628 1.37487 17.9875 
4076 1 16.0833 1.41943 21.6291 
3446 1 12.4319 3.22243 19.7609 
3449 5 14.2319 3.22864 17.9489 
3450 2 16.0594 3.24819 19.8631 
4073 1 14.2813 -0.296081 21.6052 
4072 4 12.4914 1.4933 21.5697 
4070 5 12.514 -0.330066 23.4379 
4802 4 16.1103 3.31392 27.1292 
4074 3 16.0691 -0.251552 23.4808 
4075 3 14.2923 1.51321 23.4496 
4122 2 12.4871 3.30251 23.4658 
4126 2 16.0774 3.2795 23.3881 
4801 3 14.23 3.30351 25.2583 
4746 2 12.4474 -0.346124 27.1391 
4747 3 10.6623 1.50587 27.1155 
4748 1 12.455 1.526 25.3105 
4749 4 14.3182 -0.274138 25.267 
4750 2 16.12 -0.323369 27.0895 
4751 5 14.2654 1.52644 27.1095 
4752 4 16.1113 1.55168 25.2548 
4798 3 12.3784 3.32382 27.1281 
5421 1 10.6675 -0.393116 28.9164 
5422 1 12.4347 -0.367935 30.6636 
5423 4 10.6418 1.4066 30.6809 
5424 1 12.4141 1.4926 28.928 
5425 4 14.2639 -0.331729 28.9164 
5426 2 16.1043 -0.325501 30.7101 
5427 1 14.2454 1.44339 30.6575 
5428 4 16.1144 1.47331 28.9017 
5473 4 10.6376 3.31322 28.938 
5474 4 12.4634 3.29371 30.6356 
5477 3 14.2286 3.31022 28.9179 
5478 5 16.075 3.31023 30.6865 
6153 2 14.2688 3.27266 32.4834 
6100 2 12.4691 1.4122 32.4475 
6101 1 14.2668 -0.349472 32.4895 
6104 3 16.066 1.43241 32.5146 
6098 4 12.4678 -0.401908 34.2399 
6102 2 16.0727 -0.386196 34.3034 
6103 2 14.2888 1.45177 34.3215 
6830 3 16.038 3.30469 38.0277 
7505 1 14.2967 3.26672 39.8463 
6829 4 14.3195 3.3171 36.2128 
6826 4 12.4502 3.26131 37.9956 
6150 5 12.4509 3.2945 34.3877 
6154 3 16.0175 3.30919 34.3405 
7456 3 16.059 1.4533 39.8996 
6774 3 12.3575 -0.41149 38.0562 
7453 4 14.3203 -0.390282 39.9109 
6776 5 12.4241 1.3872 36.2067 
6777 2 14.3147 -0.412777 36.1365 
6778 3 16.1296 -0.463678 38.0363 
6779 5 14.3207 1.39349 38.0252 
6780 3 16.0656 1.45755 36.1377 
7452 5 12.4049 1.40932 39.8707 
7450 1 12.4248 -0.354321 41.7862 
8182 2 16.0807 3.24602 45.3239 
7454 3 16.0815 -0.357339 41.7129 
7455 1 14.277 1.43655 41.71 
7502 5 12.4216 3.28356 41.7426 
7506 4 15.9949 3.26061 41.6987 
8125 2 10.5741 -0.413102 43.5328 
8126 3 12.4271 -0.367568 45.328 
8127 5 10.5908 1.44422 45.2863 
8128 3 12.4915 1.43282 43.5327 
8129 3 14.2473 -0.315876 43.505 
8130 5 16.0808 -0.286086 45.3967 
8131 3 14.1782 1.45383 45.3547 
8132 4 16.0133 1.49567 43.5181 
8181 4 14.2559 3.27724 43.5659 
8178 4 12.4325 3.28452 45.2915 
67 5 10.6117 5.12018 1.52274 
68 5 12.419 5.13204 -0.383555 
71 3 14.2384 5.12592 1.47607 
72 5 16.0937 5.09138 -0.316211 
800 3 16.0799 8.74063 3.26998 
118 2 12.4544 6.96447 1.53255 
797 1 14.286 6.92915 3.29234 
120 5 12.4312 8.72968 -0.348174 
121 1 14.2819 6.94122 -0.353093 
122 3 16.0516 6.96971 1.46799 
123 1 14.2858 8.73769 1.52929 
124 4 16.0677 8.70671 -0.33183 
744 2 12.4455 5.08473 3.33058 
748 5 16.1104 5.12637 3.29172 
793 2 10.5973 7.04244 3.32047 
796 4 12.4425 8.80439 3.26032 
169 5 10.6383 10.6566 -0.298037 
173 5 14.2335 10.6264 -0.30816 
174 2 16.1082 10.5509 1.49011 
849 1 14.2263 10.6203 3.22695 
743 2 10.6122 5.04336 5.12162 
747 1 14.2624 5.12092 5.21133 
794 5 12.4045 6.9147 5.14022 
1476 3 16.0999 8.69062 7.00132 
798 1 16.0732 6.92514 5.19787 
799 5 14.274 8.76043 5.12025 
1419 4 10.5784 5.03817 8.75408 
1420 2 12.4073 5.06927 7.00221 
1423 4 14.2616 5.09426 8.73776 
1424 4 16.0774 5.13756 6.99554 
1475 2 14.3019 8.72847 8.78808 
1470 1 12.3876 6.89607 8.73055 
1474 4 16.117 6.90932 8.77383 
1472 5 12.423 8.79686 7.02086 
1473 3 14.2873 6.87777 7.01317 
850 5 16.0915 10.5887 5.14745 
1526 5 16.079 10.576 8.82902 
2096 5 12.4012 5.09548 10.5572 
2100 3 16.0843 5.11655 10.5382 
2148 5 12.46 8.74248 10.6169 
2149 2 14.3077 6.90309 10.555 
2828 5 16.1009 8.80688 14.2503 
2878 1 16.1208 10.6214 16.1479 
2099 5 14.2618 5.159 12.4771 
2874 3 12.4059 10.6058 16.1224 
2827 3 14.2775 8.91633 16.1187 
2146 1 12.3894 6.92595 12.5189 
2826 2 16.0494 7.02806 16.1059 
2822 1 12.3968 6.96241 16.0524 
2824 5 12.4474 8.81466 14.2728 
2150 1 16.1077 6.94927 12.4159 
2151 2 14.308 8.74569 12.4152 
2152 4 16.1182 8.75202 10.655 
2825 3 14.2448 6.95821 14.3232 
2772 3 12.3739 5.15762 14.3442 
2775 3 14.2242 5.13558 16.0261 
2776 4 16.0335 5.16736 14.2801 
4180 1 16.039 8.82508 21.5725 
3448 5 12.4191 5.11213 17.9309 
3451 1 14.27 5.11304 19.8433 
3452 5 16.0359 5.15808 18.0056 
3497 2 10.6522 6.98688 17.9083 
3498 2 12.4566 6.99898 19.8292 
3499 2 10.6967 8.77901 19.7657 
3500 2 12.4275 8.85091 17.8983 
3501 5 14.2307 7.04569 17.9388 
3502 4 16.0489 7.00125 19.8432 
3503 4 14.2759 8.81683 19.8302 
3504 3 16.0992 8.84006 17.9834 
4124 5 12.4678 5.10343 21.5792 
4128 1 16.0403 5.14348 21.5993 
